Date,Open,High,Low,Close,Adj Close,Volume
2020-09-01,78.62000274658203,80.4000015258789,77.87999725341797,79.52999877929688,70.13026428222656,527600
2020-09-02,79.29000091552734,81.44000244140625,78.51000213623047,81.30000305175781,71.69107818603516,508700
2020-09-03,81.79000091552734,84.11000061035156,81.43000030517578,82.3499984741211,72.61698150634766,599000
2020-09-04,82.37000274658203,83.9000015258789,81.08999633789062,82.05999755859375,72.36124420166016,702200
2020-09-08,81.41999816894531,82.0999984741211,79.55999755859375,80.2699966430664,70.78279113769531,728100
2020-09-09,80.9800033569336,81.77999877929688,79.0999984741211,79.38999938964844,70.00680541992188,678200
2020-09-10,78.95999908447266,79.81999969482422,78.0,78.02999877929688,68.80755615234375,586000
2020-09-11,78.13999938964844,78.20999908447266,75.91999816894531,77.1500015258789,68.03157806396484,607600
2020-09-14,78.02999877929688,80.62000274658203,77.73999786376953,80.5199966430664,71.00324249267578,546200
2020-09-15,80.5199966430664,82.20999908447266,80.36000061035156,81.16000366210938,71.567626953125,585900
2020-09-16,81.5,83.95999908447266,80.6500015258789,83.58000183105469,73.70159149169922,678800
2020-09-17,82.5199966430664,84.0,81.72000122070312,83.6500015258789,73.76332092285156,817800
2020-09-18,83.55999755859375,83.7300033569336,81.5199966430664,81.73999786376953,72.07906341552734,1662600
2020-09-21,79.0999984741211,79.61000061035156,73.05000305175781,73.27999877929688,65.46794891357422,1211000
2020-09-22,73.69999694824219,76.0999984741211,73.61000061035156,73.81999969482422,65.95038604736328,762200
2020-09-23,73.73999786376953,74.95999908447266,71.3499984741211,71.45999908447266,63.84198760986328,975700
2020-09-24,71.2699966430664,72.98999786376953,70.69000244140625,72.33999633789062,64.6281509399414,599500
2020-09-25,72.30000305175781,73.58000183105469,71.58999633789062,73.12999725341797,65.33393859863281,424000
2020-09-28,74.54000091552734,75.80999755859375,74.12999725341797,74.94000244140625,66.95099639892578,587600
2020-09-29,74.58000183105469,74.63999938964844,71.75,72.98999786376953,65.20886993408203,431400
2020-09-30,73.73999786376953,74.55000305175781,72.30000305175781,73.44000244140625,65.61089324951172,637800
2020-10-01,74.36000061035156,76.0999984741211,73.5999984741211,76.05000305175781,67.9426498413086,503400
2020-10-02,74.45999908447266,78.91000366210938,74.08000183105469,78.43000030517578,70.06892395019531,576100
2020-10-05,79.0999984741211,79.63999938964844,77.51000213623047,78.55000305175781,70.17613220214844,368000
2020-10-06,79.26000213623047,80.0999984741211,77.73999786376953,78.4000015258789,70.0421371459961,365600
2020-10-07,78.62999725341797,79.01000213623047,77.01000213623047,77.6500015258789,69.37207794189453,343100
2020-10-08,78.2300033569336,79.76000213623047,77.9000015258789,79.72000122070312,71.2214126586914,297900
2020-10-09,80.30000305175781,80.33999633789062,78.12999725341797,78.37999725341797,70.02425384521484,412900
2020-10-12,78.94999694824219,79.66000366210938,77.55999755859375,78.81999969482422,70.4173583984375,428700
2020-10-13,78.81999969482422,79.0199966430664,76.19999694824219,76.93000030517578,68.72882843017578,529600
2020-10-14,76.8499984741211,77.75,75.5199966430664,75.63999938964844,67.57634735107422,372500
2020-10-15,75.0,77.12000274658203,74.79000091552734,76.18000030517578,68.05879211425781,333100
2020-10-16,75.04000091552734,75.41000366210938,73.16999816894531,74.37000274658203,66.44176483154297,573500
2020-10-19,74.30000305175781,74.76000213623047,73.01000213623047,73.41000366210938,65.58409881591797,588700
2020-10-20,74.16000366210938,75.12999725341797,73.66000366210938,74.16000366210938,66.2541275024414,392000
2020-10-21,73.7699966430664,74.4000015258789,73.01000213623047,73.7699966430664,65.90569305419922,478500
2020-10-22,73.94000244140625,75.4000015258789,73.5199966430664,75.29000091552734,67.26366424560547,491100
2020-10-23,75.9800033569336,77.0199966430664,75.56999969482422,76.72000122070312,68.54122161865234,361500
2020-10-26,75.95999908447266,75.95999908447266,72.45999908447266,73.30000305175781,65.4858169555664,759500
2020-10-27,73.30000305175781,73.47000122070312,70.19999694824219,70.20999908447266,62.725223541259766,786900
2020-10-28,69.1500015258789,69.81999969482422,67.31999969482422,67.91000366210938,60.6704216003418,873300
2020-10-29,67.91000366210938,70.0,67.01000213623047,69.30999755859375,61.921165466308594,627200
2020-10-30,69.04000091552734,69.76000213623047,67.80999755859375,68.77999877929688,61.44767761230469,1608200
2020-11-02,69.54000091552734,71.44999694824219,68.4000015258789,71.44999694824219,63.83304214477539,561900
2020-11-03,72.5,76.08000183105469,72.37000274658203,75.54000091552734,67.48703002929688,741400
2020-11-04,75.4000015258789,75.7699966430664,71.79000091552734,71.88999938964844,64.22612762451172,755800
2020-11-05,72.56999969482422,73.79000091552734,71.94000244140625,72.0999984741211,64.41374969482422,510300
2020-11-06,72.91999816894531,73.83000183105469,67.9000015258789,68.93000030517578,61.58168411254883,1071300
2020-11-09,75.5999984741211,94.31999969482422,75.12000274658203,91.61000061035156,81.84387969970703,2783100
2020-11-10,90.91000366210938,94.98999786376953,90.54000091552734,94.08000183105469,84.0505599975586,1968900
2020-11-11,93.62000274658203,93.62000274658203,88.30999755859375,90.31999969482422,80.69139862060547,1197500
2020-11-12,87.5199966430664,88.1500015258789,83.12000274658203,85.33000183105469,76.23336029052734,1226800
2020-11-13,86.19000244140625,89.22000122070312,86.19000244140625,88.47000122070312,79.03861236572266,908800
2020-11-16,95.16000366210938,95.61000061035156,90.7300033569336,92.73999786376953,82.8533935546875,995400
2020-11-17,91.2300033569336,91.9000015258789,89.69000244140625,91.30999755859375,81.57585906982422,763000
2020-11-18,91.54000091552734,93.52999877929688,90.41000366210938,90.6500015258789,80.98621368408203,979300
2020-11-19,89.95999908447266,91.43000030517578,88.29000091552734,90.79000091552734,81.11128234863281,999200
2020-11-20,90.33000183105469,91.48999786376953,89.44000244140625,89.77999877929688,80.20895385742188,1105100
2020-11-23,91.43000030517578,95.5,90.33999633789062,93.06999969482422,83.1482162475586,1061100
2020-11-24,95.48999786376953,97.0,93.47000122070312,93.61000061035156,83.63066101074219,1056100
2020-11-25,92.54000091552734,92.54000091552734,89.5999984741211,91.04000091552734,81.33464813232422,1019500
2020-11-27,91.13999938964844,91.66999816894531,88.1500015258789,88.37000274658203,78.94927978515625,704600
2020-11-30,88.19000244140625,88.80000305175781,86.33999633789062,87.22000122070312,77.92186737060547,5379300
2020-12-01,88.95999908447266,90.77999877929688,87.18000030517578,87.5999984741211,78.26136016845703,872200
2020-12-02,87.16999816894531,90.70999908447266,86.19999694824219,89.95999908447266,80.36978149414062,892600
2020-12-03,90.0199966430664,92.63999938964844,89.95999908447266,91.80999755859375,82.02254486083984,770400
2020-12-04,93.01000213623047,93.58000183105469,92.02999877929688,93.0999984741211,83.1750259399414,482100
2020-12-07,92.62000274658203,92.62000274658203,89.79000091552734,90.30000305175781,80.67351531982422,744700
2020-12-08,89.44999694824219,91.70999908447266,89.30999755859375,89.66000366210938,80.10175323486328,464900
2020-12-09,90.06999969482422,90.87999725341797,89.31999969482422,90.70999908447266,81.0398178100586,578800
2020-12-10,89.13999938964844,91.80999755859375,89.13999938964844,91.43000030517578,81.68305969238281,964800
2020-12-11,90.51000213623047,91.12000274658203,88.4000015258789,90.1500015258789,80.5395278930664,462600
2020-12-14,91.08000183105469,91.94000244140625,88.31999969482422,88.87000274658203,79.39598083496094,734900
2020-12-15,89.7300033569336,93.37000274658203,88.4000015258789,93.30999755859375,83.3626480102539,827800
2020-12-16,93.23999786376953,93.73999786376953,89.9000015258789,90.72000122070312,81.04874420166016,771100
2020-12-17,91.25,91.5,89.61000061035156,90.7300033569336,81.05769348144531,484900
2020-12-18,90.66999816894531,91.12000274658203,87.27999877929688,88.30999755859375,78.89566802978516,1119100
2020-12-21,86.51000213623047,87.12000274658203,84.83000183105469,85.88999938964844,76.73365783691406,898600
2020-12-22,86.47000122070312,86.87000274658203,85.0,86.0199966430664,76.84979248046875,637300
2020-12-23,86.87000274658203,87.5999984741211,85.8499984741211,86.11000061035156,76.93020629882812,391100
2020-12-24,86.56999969482422,87.01000213623047,85.31999969482422,86.58000183105469,77.35009765625,231600
2020-12-28,86.5999984741211,87.81999969482422,86.0199966430664,86.7699966430664,77.51983642578125,489300
2020-12-29,87.01000213623047,88.18000030517578,85.12000274658203,85.55000305175781,76.42990112304688,447700
